"StateFIPS","State","Year","Value","Data Comment",,"Age Group""Gender"
"04","Arizona","2018","24","",,"0 TO 4""Male"
"04","Arizona","2018","6","",,"0 TO 4""Female"
"04","Arizona","2018","61","",,"5 TO 14""Male"
"04","Arizona","2018","43","",,"5 TO 14""Female"
"04","Arizona","2018","642","",,"15 TO 34""Male"
"04","Arizona","2018","265","",,"15 TO 34""Female"
"04","Arizona","2018","852","",,"35 TO 64""Male"
"04","Arizona","2018","336","",,"35 TO 64""Female"
"04","Arizona","2018","215","",,">= 65""Male"
"04","Arizona","2018","148","",,">= 65""Female"
"04","Arizona","2019","23","",,"0 TO 4""Male"
"04","Arizona","2019","12","",,"0 TO 4""Female"
"04","Arizona","2019","55","",,"5 TO 14""Male"
"04","Arizona","2019","48","",,"5 TO 14""Female"
"04","Arizona","2019","647","",,"15 TO 34""Male"
"04","Arizona","2019","236","",,"15 TO 34""Female"
"04","Arizona","2019","815","",,"35 TO 64""Male"
"04","Arizona","2019","364","",,"35 TO 64""Female"
"04","Arizona","2019","241","",,">= 65""Male"
"04","Arizona","2019","131","",,">= 65""Female"
"04","Arizona","2020","2","",,"0 TO 4""Male"
"04","Arizona","2020","8","",,"0 TO 4""Female"
"04","Arizona","2020","21","",,"5 TO 14""Male"
"04","Arizona","2020","20","",,"5 TO 14""Female"
"04","Arizona","2020","480","",,"15 TO 34""Male"
"04","Arizona","2020","164","",,"15 TO 34""Female"
"04","Arizona","2020","735","",,"35 TO 64""Male"
"04","Arizona","2020","260","",,"35 TO 64""Female"
"04","Arizona","2020","229","",,">= 65""Male"
"04","Arizona","2020","152","",,">= 65""Female"
"04","Arizona","2021","16","",,"0 TO 4""Male"
"04","Arizona","2021","11","",,"0 TO 4""Female"
"04","Arizona","2021","44","",,"5 TO 14""Male"
"04","Arizona","2021","37","",,"5 TO 14""Female"
"04","Arizona","2021","589","",,"15 TO 34""Male"
"04","Arizona","2021","233","",,"15 TO 34""Female"
"04","Arizona","2021","814","",,"35 TO 64""Male"
"04","Arizona","2021","306","",,"35 TO 64""Female"
"04","Arizona","2021","267","",,">= 65""Male"
"04","Arizona","2021","173","",,">= 65""Female"
"04","Arizona","2022","12","",,"0 TO 4""Male"
"04","Arizona","2022","10","",,"0 TO 4""Female"
"04","Arizona","2022","47","",,"5 TO 14""Male"
"04","Arizona","2022","39","",,"5 TO 14""Female"
"04","Arizona","2022","620","",,"15 TO 34""Male"
"04","Arizona","2022","219","",,"15 TO 34""Female"
"04","Arizona","2022","927","",,"35 TO 64""Male"
"04","Arizona","2022","371","",,"35 TO 64""Female"
"04","Arizona","2022","325","",,">= 65""Male"
"04","Arizona","2022","194","",,">= 65""Female"
"06","California","2018","61","",,"0 TO 4""Male"
"06","California","2018","33","",,"0 TO 4""Female"
"06","California","2018","207","",,"5 TO 14""Male"
"06","California","2018","146","",,"5 TO 14""Female"
"06","California","2018","1,289","",,"15 TO 34""Male"
"06","California","2018","547","",,"15 TO 34""Female"
"06","California","2018","1,677","",,"35 TO 64""Male"
"06","California","2018","857","",,"35 TO 64""Female"
"06","California","2018","805","",,">= 65""Male"
"06","California","2018","653","",,">= 65""Female"
"06","California","2019","45","",,"0 TO 4""Male"
"06","California","2019","32","",,"0 TO 4""Female"
"06","California","2019","189","",,"5 TO 14""Male"
"06","California","2019","147","",,"5 TO 14""Female"
"06","California","2019","1,054","",,"15 TO 34""Male"
"06","California","2019","503","",,"15 TO 34""Female"
"06","California","2019","1,508","",,"35 TO 64""Male"
"06","California","2019","724","",,"35 TO 64""Female"
"06","California","2019","651","",,">= 65""Male"
"06","California","2019","532","",,">= 65""Female"
"06","California","2020","19","",,"0 TO 4""Male"
"06","California","2020","10","",,"0 TO 4""Female"
"06","California","2020","45","",,"5 TO 14""Male"
"06","California","2020","43","",,"5 TO 14""Female"
"06","California","2020","1,023","",,"15 TO 34""Male"
"06","California","2020","413","",,"15 TO 34""Female"
"06","California","2020","1,644","",,"35 TO 64""Male"
"06","California","2020","701","",,"35 TO 64""Female"
"06","California","2020","690","",,">= 65""Male"
"06","California","2020","491","",,">= 65""Female"
"08","Colorado","2018","8","",,"0 TO 4""Male"
"08","Colorado","2018","5","",,"0 TO 4""Female"
"08","Colorado","2018","17","",,"5 TO 14""Male"
"08","Colorado","2018","13","",,"5 TO 14""Female"
"08","Colorado","2018","113","",,"15 TO 34""Male"
"08","Colorado","2018","52","",,"15 TO 34""Female"
"08","Colorado","2018","112","",,"35 TO 64""Male"
"08","Colorado","2018","66","",,"35 TO 64""Female"
"08","Colorado","2018","43","",,">= 65""Male"
"08","Colorado","2018","27","",,">= 65""Female"
"08","Colorado","2019","4","",,"0 TO 4""Male"
"08","Colorado","2019","3","",,"0 TO 4""Female"
"08","Colorado","2019","17","",,"5 TO 14""Male"
"08","Colorado","2019","10","",,"5 TO 14""Female"
"08","Colorado","2019","92","",,"15 TO 34""Male"
"08","Colorado","2019","45","",,"15 TO 34""Female"
"08","Colorado","2019","89","",,"35 TO 64""Male"
"08","Colorado","2019","70","",,"35 TO 64""Female"
"08","Colorado","2019","33","",,">= 65""Male"
"08","Colorado","2019","26","",,">= 65""Female"
"08","Colorado","2020","0","",,"0 TO 4""Male"
"08","Colorado","2020","1","",,"0 TO 4""Female"
"08","Colorado","2020","2","",,"5 TO 14""Male"
"08","Colorado","2020","8","",,"5 TO 14""Female"
"08","Colorado","2020","59","",,"15 TO 34""Male"
"08","Colorado","2020","31","",,"15 TO 34""Female"
"08","Colorado","2020","92","",,"35 TO 64""Male"
"08","Colorado","2020","39","",,"35 TO 64""Female"
"08","Colorado","2020","44","",,">= 65""Male"
"08","Colorado","2020","26","",,">= 65""Female"
"08","Colorado","2021","3","",,"0 TO 4""Male"
"08","Colorado","2021","3","",,"0 TO 4""Female"
"08","Colorado","2021","16","",,"5 TO 14""Male"
"08","Colorado","2021","11","",,"5 TO 14""Female"
"08","Colorado","2021","94","",,"15 TO 34""Male"
"08","Colorado","2021","52","",,"15 TO 34""Female"
"08","Colorado","2021","95","",,"35 TO 64""Male"
"08","Colorado","2021","60","",,"35 TO 64""Female"
"08","Colorado","2021","44","",,">= 65""Male"
"08","Colorado","2021","47","",,">= 65""Female"
"09","Connecticut","2018","2","",,"0 TO 4""Male"
"09","Connecticut","2018","2","",,"0 TO 4""Female"
"09","Connecticut","2018","18","",,"5 TO 14""Male"
"09","Connecticut","2018","18","",,"5 TO 14""Female"
"09","Connecticut","2018","132","",,"15 TO 34""Male"
"09","Connecticut","2018","49","",,"15 TO 34""Female"
"09","Connecticut","2018","159","",,"35 TO 64""Male"
"09","Connecticut","2018","79","",,"35 TO 64""Female"
"09","Connecticut","2018","55","",,">= 65""Male"
"09","Connecticut","2018","34","",,">= 65""Female"
"09","Connecticut","2019","5","",,"0 TO 4""Male"
"09","Connecticut","2019","2","",,"0 TO 4""Female"
"09","Connecticut","2019","21","",,"5 TO 14""Male"
"09","Connecticut","2019","20","",,"5 TO 14""Female"
"09","Connecticut","2019","98","",,"15 TO 34""Male"
"09","Connecticut","2019","68","",,"15 TO 34""Female"
"09","Connecticut","2019","146","",,"35 TO 64""Male"
"09","Connecticut","2019","63","",,"35 TO 64""Female"
"09","Connecticut","2019","38","",,">= 65""Male"
"09","Connecticut","2019","31","",,">= 65""Female"
"09","Connecticut","2020","3","",,"0 TO 4""Male"
"09","Connecticut","2020","1","",,"0 TO 4""Female"
"09","Connecticut","2020","6","",,"5 TO 14""Male"
"09","Connecticut","2020","8","",,"5 TO 14""Female"
"09","Connecticut","2020","59","",,"15 TO 34""Male"
"09","Connecticut","2020","39","",,"15 TO 34""Female"
"09","Connecticut","2020","93","",,"35 TO 64""Male"
"09","Connecticut","2020","36","",,"35 TO 64""Female"
"09","Connecticut","2020","34","",,">= 65""Male"
"09","Connecticut","2020","25","",,">= 65""Female"
"09","Connecticut","2021","4","",,"0 TO 4""Male"
"09","Connecticut","2021","0","",,"0 TO 4""Female"
"09","Connecticut","2021","15","",,"5 TO 14""Male"
"09","Connecticut","2021","6","",,"5 TO 14""Female"
"09","Connecticut","2021","92","",,"15 TO 34""Male"
"09","Connecticut","2021","52","",,"15 TO 34""Female"
"09","Connecticut","2021","140","",,"35 TO 64""Male"
"09","Connecticut","2021","52","",,"35 TO 64""Female"
"09","Connecticut","2021","48","",,">= 65""Male"
"09","Connecticut","2021","42","",,">= 65""Female"
"09","Connecticut","2022","7","",,"0 TO 4""Male"
"09","Connecticut","2022","1","",,"0 TO 4""Female"
"09","Connecticut","2022","17","",,"5 TO 14""Male"
"09","Connecticut","2022","21","",,"5 TO 14""Female"
"09","Connecticut","2022","75","",,"15 TO 34""Male"
"09","Connecticut","2022","35","",,"15 TO 34""Female"
"09","Connecticut","2022","94","",,"35 TO 64""Male"
"09","Connecticut","2022","45","",,"35 TO 64""Female"
"09","Connecticut","2022","50","",,">= 65""Male"
"09","Connecticut","2022","38","",,">= 65""Female"
"12","Florida","2018","38","",,"0 TO 4""Male"
"12","Florida","2018","33","",,"0 TO 4""Female"
"12","Florida","2018","166","",,"5 TO 14""Male"
"12","Florida","2018","111","",,"5 TO 14""Female"
"12","Florida","2018","1,546","",,"15 TO 34""Male"
"12","Florida","2018","414","",,"15 TO 34""Female"
"12","Florida","2018","1,959","",,"35 TO 64""Male"
"12","Florida","2018","536","",,"35 TO 64""Female"
"12","Florida","2018","658","",,">= 65""Male"
"12","Florida","2018","292","",,">= 65""Female"
"12","Florida","2019","26","",,"0 TO 4""Male"
"12","Florida","2019","30","",,"0 TO 4""Female"
"12","Florida","2019","160","",,"5 TO 14""Male"
"12","Florida","2019","125","",,"5 TO 14""Female"
"12","Florida","2019","1,885","",,"15 TO 34""Male"
"12","Florida","2019","451","",,"15 TO 34""Female"
"12","Florida","2019","2,391","",,"35 TO 64""Male"
"12","Florida","2019","623","",,"35 TO 64""Female"
"12","Florida","2019","703","",,">= 65""Male"
"12","Florida","2019","410","",,">= 65""Female"
"12","Florida","2020","6","",,"0 TO 4""Male"
"12","Florida","2020","10","",,"0 TO 4""Female"
"12","Florida","2020","60","",,"5 TO 14""Male"
"12","Florida","2020","50","",,"5 TO 14""Female"
"12","Florida","2020","1,284","",,"15 TO 34""Male"
"12","Florida","2020","286","",,"15 TO 34""Female"
"12","Florida","2020","1,669","",,"35 TO 64""Male"
"12","Florida","2020","449","",,"35 TO 64""Female"
"12","Florida","2020","644","",,">= 65""Male"
"12","Florida","2020","303","",,">= 65""Female"
"12","Florida","2021","28","",,"0 TO 4""Male"
"12","Florida","2021","18","",,"0 TO 4""Female"
"12","Florida","2021","96","",,"5 TO 14""Male"
"12","Florida","2021","80","",,"5 TO 14""Female"
"12","Florida","2021","1,026","",,"15 TO 34""Male"
"12","Florida","2021","260","",,"15 TO 34""Female"
"12","Florida","2021","1,426","",,"35 TO 64""Male"
"12","Florida","2021","375","",,"35 TO 64""Female"
"12","Florida","2021","607","",,">= 65""Male"
"12","Florida","2021","293","",,">= 65""Female"
"12","Florida","2022","21","",,"0 TO 4""Male"
"12","Florida","2022","26","",,"0 TO 4""Female"
"12","Florida","2022","112","",,"5 TO 14""Male"
"12","Florida","2022","83","",,"5 TO 14""Female"
"12","Florida","2022","1,366","",,"15 TO 34""Male"
"12","Florida","2022","365","",,"15 TO 34""Female"
"12","Florida","2022","1,951","",,"35 TO 64""Male"
"12","Florida","2022","585","",,"35 TO 64""Female"
"12","Florida","2022","841","",,">= 65""Male"
"12","Florida","2022","458","",,">= 65""Female"
"19","Iowa","2018","11","",,"0 TO 4""Male"
"19","Iowa","2018","6","",,"0 TO 4""Female"
"19","Iowa","2018","38","",,"5 TO 14""Male"
"19","Iowa","2018","33","",,"5 TO 14""Female"
"19","Iowa","2018","274","",,"15 TO 34""Male"
"19","Iowa","2018","141","",,"15 TO 34""Female"
"19","Iowa","2018","297","",,"35 TO 64""Male"
"19","Iowa","2018","169","",,"35 TO 64""Female"
"19","Iowa","2018","139","",,">= 65""Male"
"19","Iowa","2018","64","",,">= 65""Female"
"19","Iowa","2019","5","",,"0 TO 4""Male"
"19","Iowa","2019","8","",,"0 TO 4""Female"
"19","Iowa","2019","39","",,"5 TO 14""Male"
"19","Iowa","2019","24","",,"5 TO 14""Female"
"19","Iowa","2019","203","",,"15 TO 34""Male"
"19","Iowa","2019","134","",,"15 TO 34""Female"
"19","Iowa","2019","264","",,"35 TO 64""Male"
"19","Iowa","2019","130","",,"35 TO 64""Female"
"19","Iowa","2019","102","",,">= 65""Male"
"19","Iowa","2019","58","",,">= 65""Female"
"19","Iowa","2020","4","",,"0 TO 4""Male"
"19","Iowa","2020","5","",,"0 TO 4""Female"
"19","Iowa","2020","15","",,"5 TO 14""Male"
"19","Iowa","2020","15","",,"5 TO 14""Female"
"19","Iowa","2020","175","",,"15 TO 34""Male"
"19","Iowa","2020","81","",,"15 TO 34""Female"
"19","Iowa","2020","282","",,"35 TO 64""Male"
"19","Iowa","2020","112","",,"35 TO 64""Female"
"19","Iowa","2020","100","",,">= 65""Male"
"19","Iowa","2020","49","",,">= 65""Female"
"19","Iowa","2021","8","",,"0 TO 4""Male"
"19","Iowa","2021","0","",,"0 TO 4""Female"
"19","Iowa","2021","21","",,"5 TO 14""Male"
"19","Iowa","2021","26","",,"5 TO 14""Female"
"19","Iowa","2021","225","",,"15 TO 34""Male"
"19","Iowa","2021","124","",,"15 TO 34""Female"
"19","Iowa","2021","237","",,"35 TO 64""Male"
"19","Iowa","2021","125","",,"35 TO 64""Female"
"19","Iowa","2021","116","",,">= 65""Male"
"19","Iowa","2021","55","",,">= 65""Female"
"19","Iowa","2022","6","",,"0 TO 4""Male"
"19","Iowa","2022","5","",,"0 TO 4""Female"
"19","Iowa","2022","26","",,"5 TO 14""Male"
"19","Iowa","2022","27","",,"5 TO 14""Female"
"19","Iowa","2022","210","",,"15 TO 34""Male"
"19","Iowa","2022","99","",,"15 TO 34""Female"
"19","Iowa","2022","302","",,"35 TO 64""Male"
"19","Iowa","2022","132","",,"35 TO 64""Female"
"19","Iowa","2022","145","",,">= 65""Male"
"19","Iowa","2022","85","",,">= 65""Female"
"20","Kansas","2018","10","",,"0 TO 4""Male"
"20","Kansas","2018","9","",,"0 TO 4""Female"
"20","Kansas","2018","25","",,"5 TO 14""Male"
"20","Kansas","2018","31","",,"5 TO 14""Female"
"20","Kansas","2018","235","",,"15 TO 34""Male"
"20","Kansas","2018","109","",,"15 TO 34""Female"
"20","Kansas","2018","356","",,"35 TO 64""Male"
"20","Kansas","2018","133","",,"35 TO 64""Female"
"20","Kansas","2018","132","",,">= 65""Male"
"20","Kansas","2018","66","",,">= 65""Female"
"20","Kansas","2019","6","",,"0 TO 4""Male"
"20","Kansas","2019","7","",,"0 TO 4""Female"
"20","Kansas","2019","34","",,"5 TO 14""Male"
"20","Kansas","2019","24","",,"5 TO 14""Female"
"20","Kansas","2019","264","",,"15 TO 34""Male"
"20","Kansas","2019","102","",,"15 TO 34""Female"
"20","Kansas","2019","310","",,"35 TO 64""Male"
"20","Kansas","2019","127","",,"35 TO 64""Female"
"20","Kansas","2019","112","",,">= 65""Male"
"20","Kansas","2019","62","",,">= 65""Female"
"20","Kansas","2020","1","",,"0 TO 4""Male"
"20","Kansas","2020","2","",,"0 TO 4""Female"
"20","Kansas","2020","12","",,"5 TO 14""Male"
"20","Kansas","2020","17","",,"5 TO 14""Female"
"20","Kansas","2020","189","",,"15 TO 34""Male"
"20","Kansas","2020","58","",,"15 TO 34""Female"
"20","Kansas","2020","248","",,"35 TO 64""Male"
"20","Kansas","2020","92","",,"35 TO 64""Female"
"20","Kansas","2020","101","",,">= 65""Male"
"20","Kansas","2020","51","",,">= 65""Female"
"20","Kansas","2021","7","",,"0 TO 4""Male"
"20","Kansas","2021","5","",,"0 TO 4""Female"
"20","Kansas","2021","26","",,"5 TO 14""Male"
"20","Kansas","2021","17","",,"5 TO 14""Female"
"20","Kansas","2021","220","",,"15 TO 34""Male"
"20","Kansas","2021","74","",,"15 TO 34""Female"
"20","Kansas","2021","286","",,"35 TO 64""Male"
"20","Kansas","2021","116","",,"35 TO 64""Female"
"20","Kansas","2021","115","",,">= 65""Male"
"20","Kansas","2021","58","",,">= 65""Female"
"20","Kansas","2022","7","",,"0 TO 4""Male"
"20","Kansas","2022","5","",,"0 TO 4""Female"
"20","Kansas","2022","28","",,"5 TO 14""Male"
"20","Kansas","2022","25","",,"5 TO 14""Female"
"20","Kansas","2022","265","",,"15 TO 34""Male"
"20","Kansas","2022","109","",,"15 TO 34""Female"
"20","Kansas","2022","361","",,"35 TO 64""Male"
"20","Kansas","2022","146","",,"35 TO 64""Female"
"20","Kansas","2022","177","",,">= 65""Male"
"20","Kansas","2022","86","",,">= 65""Female"
"21","Kentucky","2018","11","",,"0 TO 4""Male"
"21","Kentucky","2018","3","",,"0 TO 4""Female"
"21","Kentucky","2018","57","",,"5 TO 14""Male"
"21","Kentucky","2018","39","",,"5 TO 14""Female"
"21","Kentucky","2018","532","",,"15 TO 34""Male"
"21","Kentucky","2018","187","",,"15 TO 34""Female"
"21","Kentucky","2018","741","",,"35 TO 64""Male"
"21","Kentucky","2018","244","",,"35 TO 64""Female"
"21","Kentucky","2018","199","",,">= 65""Male"
"21","Kentucky","2018","93","",,">= 65""Female"
"21","Kentucky","2019","12","",,"0 TO 4""Male"
"21","Kentucky","2019","8","",,"0 TO 4""Female"
"21","Kentucky","2019","66","",,"5 TO 14""Male"
"21","Kentucky","2019","49","",,"5 TO 14""Female"
"21","Kentucky","2019","413","",,"15 TO 34""Male"
"21","Kentucky","2019","167","",,"15 TO 34""Female"
"21","Kentucky","2019","650","",,"35 TO 64""Male"
"21","Kentucky","2019","236","",,"35 TO 64""Female"
"21","Kentucky","2019","184","",,">= 65""Male"
"21","Kentucky","2019","96","",,">= 65""Female"
"21","Kentucky","2020","7","",,"0 TO 4""Male"
"21","Kentucky","2020","4","",,"0 TO 4""Female"
"21","Kentucky","2020","16","",,"5 TO 14""Male"
"21","Kentucky","2020","17","",,"5 TO 14""Female"
"21","Kentucky","2020","281","",,"15 TO 34""Male"
"21","Kentucky","2020","101","",,"15 TO 34""Female"
"21","Kentucky","2020","468","",,"35 TO 64""Male"
"21","Kentucky","2020","142","",,"35 TO 64""Female"
"21","Kentucky","2020","118","",,">= 65""Male"
"21","Kentucky","2020","60","",,">= 65""Female"
"21","Kentucky","2021","2","",,"0 TO 4""Male"
"21","Kentucky","2021","2","",,"0 TO 4""Female"
"21","Kentucky","2021","17","",,"5 TO 14""Male"
"21","Kentucky","2021","17","",,"5 TO 14""Female"
"21","Kentucky","2021","306","",,"15 TO 34""Male"
"21","Kentucky","2021","111","",,"15 TO 34""Female"
"21","Kentucky","2021","467","",,"35 TO 64""Male"
"21","Kentucky","2021","143","",,"35 TO 64""Female"
"21","Kentucky","2021","139","",,">= 65""Male"
"21","Kentucky","2021","70","",,">= 65""Female"
"22","Louisiana","2018","10","",,"0 TO 4""Male"
"22","Louisiana","2018","7","",,"0 TO 4""Female"
"22","Louisiana","2018","87","",,"5 TO 14""Male"
"22","Louisiana","2018","50","",,"5 TO 14""Female"
"22","Louisiana","2018","889","",,"15 TO 34""Male"
"22","Louisiana","2018","197","",,"15 TO 34""Female"
"22","Louisiana","2018","1,124","",,"35 TO 64""Male"
"22","Louisiana","2018","217","",,"35 TO 64""Female"
"22","Louisiana","2018","277","",,">= 65""Male"
"22","Louisiana","2018","113","",,">= 65""Female"
"22","Louisiana","2019","9","",,"0 TO 4""Male"
"22","Louisiana","2019","7","",,"0 TO 4""Female"
"22","Louisiana","2019","62","",,"5 TO 14""Male"
"22","Louisiana","2019","40","",,"5 TO 14""Female"
"22","Louisiana","2019","974","",,"15 TO 34""Male"
"22","Louisiana","2019","213","",,"15 TO 34""Female"
"22","Louisiana","2019","1,429","",,"35 TO 64""Male"
"22","Louisiana","2019","284","",,"35 TO 64""Female"
"22","Louisiana","2019","323","",,">= 65""Male"
"22","Louisiana","2019","118","",,">= 65""Female"
"22","Louisiana","2020","6","",,"0 TO 4""Male"
"22","Louisiana","2020","1","",,"0 TO 4""Female"
"22","Louisiana","2020","19","",,"5 TO 14""Male"
"22","Louisiana","2020","23","",,"5 TO 14""Female"
"22","Louisiana","2020","647","",,"15 TO 34""Male"
"22","Louisiana","2020","113","",,"15 TO 34""Female"
"22","Louisiana","2020","1,000","",,"35 TO 64""Male"
"22","Louisiana","2020","164","",,"35 TO 64""Female"
"22","Louisiana","2020","262","",,">= 65""Male"
"22","Louisiana","2020","110","",,">= 65""Female"
"22","Louisiana","2021","7","",,"0 TO 4""Male"
"22","Louisiana","2021","9","",,"0 TO 4""Female"
"22","Louisiana","2021","25","",,"5 TO 14""Male"
"22","Louisiana","2021","12","",,"5 TO 14""Female"
"22","Louisiana","2021","478","",,"15 TO 34""Male"
"22","Louisiana","2021","113","",,"15 TO 34""Female"
"22","Louisiana","2021","769","",,"35 TO 64""Male"
"22","Louisiana","2021","150","",,"35 TO 64""Female"
"22","Louisiana","2021","259","",,">= 65""Male"
"22","Louisiana","2021","107","",,">= 65""Female"
"23","Maine","2018","2","",,"0 TO 4""Male"
"23","Maine","2018","2","",,"0 TO 4""Female"
"23","Maine","2018","9","",,"5 TO 14""Male"
"23","Maine","2018","13","",,"5 TO 14""Female"
"23","Maine","2018","68","",,"15 TO 34""Male"
"23","Maine","2018","46","",,"15 TO 34""Female"
"23","Maine","2018","67","",,"35 TO 64""Male"
"23","Maine","2018","39","",,"35 TO 64""Female"
"23","Maine","2018","39","",,">= 65""Male"
"23","Maine","2018","36","",,">= 65""Female"
"23","Maine","2019","1","",,"0 TO 4""Male"
"23","Maine","2019","0","",,"0 TO 4""Female"
"23","Maine","2019","6","",,"5 TO 14""Male"
"23","Maine","2019","4","",,"5 TO 14""Female"
"23","Maine","2019","43","",,"15 TO 34""Male"
"23","Maine","2019","35","",,"15 TO 34""Female"
"23","Maine","2019","52","",,"35 TO 64""Male"
"23","Maine","2019","34","",,"35 TO 64""Female"
"23","Maine","2019","34","",,">= 65""Male"
"23","Maine","2019","24","",,">= 65""Female"
"23","Maine","2020","2","",,"0 TO 4""Male"
"23","Maine","2020","2","",,"0 TO 4""Female"
"23","Maine","2020","6","",,"5 TO 14""Male"
"23","Maine","2020","3","",,"5 TO 14""Female"
"23","Maine","2020","57","",,"15 TO 34""Male"
"23","Maine","2020","30","",,"15 TO 34""Female"
"23","Maine","2020","54","",,"35 TO 64""Male"
"23","Maine","2020","19","",,"35 TO 64""Female"
"23","Maine","2020","30","",,">= 65""Male"
"23","Maine","2020","25","",,">= 65""Female"
"23","Maine","2021","0","",,"0 TO 4""Male"
"23","Maine","2021","5","",,"0 TO 4""Female"
"23","Maine","2021","4","",,"5 TO 14""Male"
"23","Maine","2021","2","",,"5 TO 14""Female"
"23","Maine","2021","59","",,"15 TO 34""Male"
"23","Maine","2021","34","",,"15 TO 34""Female"
"23","Maine","2021","62","",,"35 TO 64""Male"
"23","Maine","2021","28","",,"35 TO 64""Female"
"23","Maine","2021","35","",,">= 65""Male"
"23","Maine","2021","14","",,">= 65""Female"
"24","Maryland","2018","12","",,"0 TO 4""Male"
"24","Maryland","2018","11","",,"0 TO 4""Female"
"24","Maryland","2018","54","",,"5 TO 14""Male"
"24","Maryland","2018","36","",,"5 TO 14""Female"
"24","Maryland","2018","297","",,"15 TO 34""Male"
"24","Maryland","2018","181","",,"15 TO 34""Female"
"24","Maryland","2018","401","",,"35 TO 64""Male"
"24","Maryland","2018","162","",,"35 TO 64""Female"
"24","Maryland","2018","173","",,">= 65""Male"
"24","Maryland","2018","110","",,">= 65""Female"
"24","Maryland","2019","8","",,"0 TO 4""Male"
"24","Maryland","2019","8","",,"0 TO 4""Female"
"24","Maryland","2019","43","",,"5 TO 14""Male"
"24","Maryland","2019","34","",,"5 TO 14""Female"
"24","Maryland","2019","267","",,"15 TO 34""Male"
"24","Maryland","2019","136","",,"15 TO 34""Female"
"24","Maryland","2019","371","",,"35 TO 64""Male"
"24","Maryland","2019","155","",,"35 TO 64""Female"
"24","Maryland","2019","160","",,">= 65""Male"
"24","Maryland","2019","112","",,">= 65""Female"
"24","Maryland","2020","4","",,"0 TO 4""Male"
"24","Maryland","2020","5","",,"0 TO 4""Female"
"24","Maryland","2020","21","",,"5 TO 14""Male"
"24","Maryland","2020","10","",,"5 TO 14""Female"
"24","Maryland","2020","179","",,"15 TO 34""Male"
"24","Maryland","2020","76","",,"15 TO 34""Female"
"24","Maryland","2020","261","",,"35 TO 64""Male"
"24","Maryland","2020","109","",,"35 TO 64""Female"
"24","Maryland","2020","115","",,">= 65""Male"
"24","Maryland","2020","62","",,">= 65""Female"
"25","Massachusetts","2018","5","",,"0 TO 4""Male"
"25","Massachusetts","2018","3","",,"0 TO 4""Female"
"25","Massachusetts","2018","39","",,"5 TO 14""Male"
"25","Massachusetts","2018","22","",,"5 TO 14""Female"
"25","Massachusetts","2018","229","",,"15 TO 34""Male"
"25","Massachusetts","2018","123","",,"15 TO 34""Female"
"25","Massachusetts","2018","280","",,"35 TO 64""Male"
"25","Massachusetts","2018","126","",,"35 TO 64""Female"
"25","Massachusetts","2018","137","",,">= 65""Male"
"25","Massachusetts","2018","102","",,">= 65""Female"
"25","Massachusetts","2019","4","",,"0 TO 4""Male"
"25","Massachusetts","2019","4","",,"0 TO 4""Female"
"25","Massachusetts","2019","7","",,"5 TO 14""Male"
"25","Massachusetts","2019","9","",,"5 TO 14""Female"
"25","Massachusetts","2019","135","",,"15 TO 34""Male"
"25","Massachusetts","2019","87","",,"15 TO 34""Female"
"25","Massachusetts","2019","191","",,"35 TO 64""Male"
"25","Massachusetts","2019","100","",,"35 TO 64""Female"
"25","Massachusetts","2019","103","",,">= 65""Male"
"25","Massachusetts","2019","77","",,">= 65""Female"
"25","Massachusetts","2020","5","",,"0 TO 4""Male"
"25","Massachusetts","2020","3","",,"0 TO 4""Female"
"25","Massachusetts","2020","5","",,"5 TO 14""Male"
"25","Massachusetts","2020","8","",,"5 TO 14""Female"
"25","Massachusetts","2020","119","",,"15 TO 34""Male"
"25","Massachusetts","2020","51","",,"15 TO 34""Female"
"25","Massachusetts","2020","158","",,"35 TO 64""Male"
"25","Massachusetts","2020","75","",,"35 TO 64""Female"
"25","Massachusetts","2020","88","",,">= 65""Male"
"25","Massachusetts","2020","53","",,">= 65""Female"
"26","Michigan","2018","23","",,"0 TO 4""Male"
"26","Michigan","2018","23","",,"0 TO 4""Female"
"26","Michigan","2018","75","",,"5 TO 14""Male"
"26","Michigan","2018","52","",,"5 TO 14""Female"
"26","Michigan","2018","398","",,"15 TO 34""Male"
"26","Michigan","2018","237","",,"15 TO 34""Female"
"26","Michigan","2018","473","",,"35 TO 64""Male"
"26","Michigan","2018","278","",,"35 TO 64""Female"
"26","Michigan","2018","175","",,">= 65""Male"
"26","Michigan","2018","149","",,">= 65""Female"
"26","Michigan","2019","18","",,"0 TO 4""Male"
"26","Michigan","2019","8","",,"0 TO 4""Female"
"26","Michigan","2019","53","",,"5 TO 14""Male"
"26","Michigan","2019","34","",,"5 TO 14""Female"
"26","Michigan","2019","307","",,"15 TO 34""Male"
"26","Michigan","2019","182","",,"15 TO 34""Female"
"26","Michigan","2019","321","",,"35 TO 64""Male"
"26","Michigan","2019","190","",,"35 TO 64""Female"
"26","Michigan","2019","121","",,">= 65""Male"
"26","Michigan","2019","103","",,">= 65""Female"
"26","Michigan","2020","8","",,"0 TO 4""Male"
"26","Michigan","2020","4","",,"0 TO 4""Female"
"26","Michigan","2020","22","",,"5 TO 14""Male"
"26","Michigan","2020","24","",,"5 TO 14""Female"
"26","Michigan","2020","276","",,"15 TO 34""Male"
"26","Michigan","2020","144","",,"15 TO 34""Female"
"26","Michigan","2020","342","",,"35 TO 64""Male"
